ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path,day
191,b443471405f0ca2e,01/29/2021,yes,1611867067131,1611867391203,2021-01-29 04:51:07,2021-01-29 04:56:31,L4_R1_garden,L1_Entrance_7,324,"['L4_R1_garden', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L1_R1_LL', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_11', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8', 'L1_Entrance_mrt', 'L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_7']",weekday
192,b443471405f0ca2e,01/29/2021,yes,1611869067958,1611870327028,2021-01-29 05:24:27,2021-01-29 05:45:27,L1_Entrance_7,L1_Yassin_walkway,1259,"['L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2', 'B1_Carpark_zone_2', 'B1_Carpark_zone_3', 'B1_Carpark_zone_1', 'B1_Carpark_zone_3', 'B1_Carpark_zone_4', 'B1_R1_LL', 'L1_R1_LL', 'L4_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway']",weekday
193,b443471405f0ca2e,01/29/2021,yes,1611887671476,1611888068153,2021-01-29 10:34:31,2021-01-29 10:41:08,L4_R1_LL,L1_Thoroughfare,396,"['L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_ST_walkway', 'L4_R1_deck', 'L4_R1_garden', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L6_R1_LL_corridor', 'L6_Deck_1', 'L6_R1_LL_corridor', 'L6_R1_LL', 'L5_R1_LL', 'L4_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Thoroughfare']",weekday
194,b443471405f0ca2e,01/29/2021,yes,1611902590917,1611903260722,2021-01-29 14:43:10,2021-01-29 14:54:20,L1_Entrance_7,L4_R1_garden,669,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck', 'L4_ST_walkway', 'L4_ST_1', 'L4_ST_walkway', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L6_R1_LL_corridor', 'L6_Deck_2', 'L6_R1_LL_corridor', 'L6_R1_LL', 'L5_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_R1_garden']",weekday
195,b443471405f0ca2e,01/29/2021,yes,1611924553646,1611925618983,2021-01-29 20:49:13,2021-01-29 21:06:58,L4_R1_garden,L1_ELL,1065,"['L4_R1_garden', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L1_R1_LL', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL']",weekday
196,b443471405f0ca2e,01/29/2021,yes,1611926867960,1611927176184,2021-01-29 21:27:47,2021-01-29 21:32:56,L1_Entrance_7,L4_R1_garden,308,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck', 'L4_ST_walkway', 'L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L1_R2_LL', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_R1_garden']",weekday
197,b443471405f0ca2e,02/04/2021,yes,1612415413369,1612415997784,2021-02-04 13:10:13,2021-02-04 13:19:57,L2_FC_zone_7,L4_R1_garden,584,"['L2_FC_zone_7', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_R1_garden']",weekday
199,b443471405f0ca2e,01/28/2021,yes,1611825757404,1611825948149,2021-01-28 17:22:37,2021-01-28 17:25:48,L1_Yassin_walkway,L2_FC_zone_7,190,"['L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
201,bb6b948547ba3f47,02/23/2021,yes,1614067936776,1614068334135,2021-02-23 16:12:16,2021-02-23 16:18:54,L10_R2_LL,L1_Entrance_8,397,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL', 'L2_ELL_2', 'L1_ELL', 'L1_Entrance_8']",weekday
202,bb6b948547ba3f47,02/23/2021,yes,1614069652151,1614069927360,2021-02-23 16:40:52,2021-02-23 16:45:27,L1_Entrance_8,L10_R2_LL,275,"['L1_Entrance_8', 'L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
203,bb6b948547ba3f47,02/23/2021,yes,1614070773181,1614070928320,2021-02-23 16:59:33,2021-02-23 17:02:08,L10_R2_LL,L4_R2_LL,155,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL']",weekday
204,bb6b948547ba3f47,02/23/2021,yes,1614075309157,1614075551246,2021-02-23 18:15:09,2021-02-23 18:19:11,L4_R2_deck,L10_R2_LL,242,"['L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
205,bb6b948547ba3f47,02/22/2021,yes,1613982156909,1613982389234,2021-02-22 16:22:36,2021-02-22 16:26:29,L6_AAH_walkway,L1_Entrance_8,232,"['L6_AAH_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL', 'L2_ELL_2', 'L1_ELL', 'L1_Entrance_8']",weekday
206,c738c557aaab25dd,02/17/2021,yes,1613525639015,1613525796769,2021-02-17 09:33:59,2021-02-17 09:36:36,L1_CP_zone_2,L1_Thoroughfare,157,"['L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
207,c738c557aaab25dd,02/17/2021,yes,1613534431648,1613534712417,2021-02-17 12:00:31,2021-02-17 12:05:12,L1_CP_zone_2,L1_Shop_walkway_2,280,"['L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2']",weekday
208,c738c557aaab25dd,02/17/2021,yes,1613555826448,1613555829818,2021-02-17 17:57:06,2021-02-17 17:57:09,L1_R1_LL_walkway,L1_Yassin_walkway,3,"['L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway']",weekday
209,c79878ea7258d5de,02/09/2021,yes,1612846816341,1612846823348,2021-02-09 13:00:16,2021-02-09 13:00:23,L1_Entrance_1,L2_SLL_corridor,7,"['L1_Entrance_1', 'L1_SLL_corridor', 'L1_SLL', 'L2_SLL', 'L2_SLL_corridor']",weekday
210,c829fa4183f082b4,02/02/2021,yes,1612244132445,1612244190398,2021-02-02 13:35:32,2021-02-02 13:36:30,L10_R2_LL,L6_Deck_4,57,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4']",weekday
211,c829fa4183f082b4,02/02/2021,yes,1612252598524,1612252990728,2021-02-02 15:56:38,2021-02-02 16:03:10,L6_R2_LL,L9_R2_LL,392,"['L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL', 'L9_R2_LL']",weekday
212,c829fa4183f082b4,02/08/2021,yes,1612771637187,1612778687502,2021-02-08 16:07:17,2021-02-08 18:04:47,L10_R2_LL,L2_FC_zone_7,7050,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L6_CCC_walkway', 'L6_SLL_corridor', 'L6_SLL', 'L7_SLL', 'L6_SLL', 'L7_SLL', 'L8_SLL', 'L9_SLL', 'L8_SLL', 'L7_SLL', 'L6_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
213,c829fa4183f082b4,02/08/2021,yes,1612779047802,1612779258237,2021-02-08 18:10:47,2021-02-08 18:14:18,L2_CLL,L10_R2_LL,210,"['L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
226,c829fa4183f082b4,02/15/2021,yes,1613350340781,1613351041771,2021-02-15 08:52:20,2021-02-15 09:04:01,L10_R2_LL,L6_AAH_walkway,700,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway']",weekday
227,c829fa4183f082b4,02/15/2021,yes,1613351460123,1613356452431,2021-02-15 09:11:00,2021-02-15 10:34:12,L6_CLL,L10_R2_LL,4992,"['L6_CLL', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
228,c829fa4183f082b4,02/15/2021,yes,1613362584541,1613363147622,2021-02-15 12:16:24,2021-02-15 12:25:47,L10_R2_LL,L1_CP_zone_3,563,"['L10_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']",weekday
229,c829fa4183f082b4,02/15/2021,yes,1613363592664,1613363641001,2021-02-15 12:33:12,2021-02-15 12:34:01,L1_R2_LL,L10_R2_LL,48,"['L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL']",weekday
230,cce9b74412cfe867,02/26/2021,yes,1614323585259,1614323773847,2021-02-26 15:13:05,2021-02-26 15:16:13,L6_AAH_walkway,L1_Entrance_8,188,"['L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
231,d1d655279d592f3f,02/10/2021,yes,1612930277270,1612933535388,2021-02-10 12:11:17,2021-02-10 13:05:35,L6_Deck_3,L6_ELL,3258,"['L6_Deck_3', 'L6_Link_bridge', 'L6_Deck_3', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']",weekday
232,d1d655279d592f3f,02/10/2021,yes,1612950667767,1612950789397,2021-02-10 17:51:07,2021-02-10 17:53:09,L6_FC,L1_CLL,121,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL']",weekday
233,d1d655279d592f3f,02/11/2021,yes,1613014165880,1613014184823,2021-02-11 11:29:25,2021-02-11 11:29:44,L6_R2_LL,L6_Deck_4,18,"['L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4']",weekday
234,d1d655279d592f3f,02/11/2021,yes,1613014639735,1613015535056,2021-02-11 11:37:19,2021-02-11 11:52:15,L6_ELL,L1_Entrance_8,895,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_ELL', 'L1_Entrance_8']",weekday
235,d374f1f860365cf0,02/04/2021,yes,1612431012547,1612431207279,2021-02-04 17:30:12,2021-02-04 17:33:27,L1_CP_zone_2,L1_Thoroughfare,194,"['L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
236,d374f1f860365cf0,02/04/2021,yes,1612444668753,1612444765421,2021-02-04 21:17:48,2021-02-04 21:19:25,L1_Thoroughfare,L1_CP_zone_2,96,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2']",weekday
237,d374f1f860365cf0,02/04/2021,yes,1612445406287,1612445550199,2021-02-04 21:30:06,2021-02-04 21:32:30,L1_CP_zone_2,L1_Entrance_1,143,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1']",weekday
238,d437a505f3eb256d,02/22/2021,yes,1613950747442,1613950757670,2021-02-22 07:39:07,2021-02-22 07:39:17,L2_FC_zone_5,L2_FC_zone_2,10,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_3', 'L2_FC_zone_2']",weekday
239,d437a505f3eb256d,02/22/2021,yes,1613951600767,1613951852601,2021-02-22 07:53:20,2021-02-22 07:57:32,L2_FC_zone_3,L2_FC_zone_8,251,"['L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
240,d437a505f3eb256d,02/22/2021,yes,1613952738568,1613952800960,2021-02-22 08:12:18,2021-02-22 08:13:20,L2_CLL,L2_FC_zone_7,62,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
241,d437a505f3eb256d,02/22/2021,yes,1613956306651,1613958368923,2021-02-22 09:11:46,2021-02-22 09:46:08,L2_CLL,L2_FC_zone_5,2062,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
242,d437a505f3eb256d,02/22/2021,yes,1613958707939,1613959347512,2021-02-22 09:51:47,2021-02-22 10:02:27,L2_FC_zone_8,L2_FC_zone_7,639,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
243,d437a505f3eb256d,02/22/2021,yes,1613962692224,1613964878559,2021-02-22 10:58:12,2021-02-22 11:34:38,L2_FC_zone_5,L1_CP_zone_3,2186,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_Fish_pond', 'L1_CP_zone_3']",weekday
244,d437a505f3eb256d,02/22/2021,yes,1613967686276,1613967698894,2021-02-22 12:21:26,2021-02-22 12:21:38,L2_FC_zone_8,L2_FC_zone_4,12,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4']",weekday
245,d437a505f3eb256d,02/22/2021,yes,1613970858913,1613971333356,2021-02-22 13:14:18,2021-02-22 13:22:13,L2_FC_zone_7,L1_Shop_walkway_2,474,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2']",weekday
246,d437a505f3eb256d,02/17/2021,yes,1613523602800,1613523772220,2021-02-17 09:00:02,2021-02-17 09:02:52,L2_FC_zone_8,L2_FC_zone_7,169,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
247,d437a505f3eb256d,02/17/2021,yes,1613525361557,1613525365461,2021-02-17 09:29:21,2021-02-17 09:29:25,L2_FC_zone_8,L2_FC_zone_11,3,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11']",weekday
248,d437a505f3eb256d,02/17/2021,yes,1613530217279,1613532127798,2021-02-17 10:50:17,2021-02-17 11:22:07,L2_FC_zone_5,L2_FC_zone_1,1910,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1']",weekday
249,d437a505f3eb256d,02/26/2021,yes,1614293559152,1614293712118,2021-02-26 06:52:39,2021-02-26 06:55:12,L2_FC_zone_9,L2_FC_zone_1,152,"['L2_FC_zone_9', 'L2_FC_zone_8', 'L2_FC_zone_1']",weekday
250,d437a505f3eb256d,02/26/2021,yes,1614297006307,1614297779942,2021-02-26 07:50:06,2021-02-26 08:02:59,L2_FC_zone_1,L2_FC_zone_5,773,"['L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
251,d437a505f3eb256d,02/26/2021,yes,1614298965219,1614299117317,2021-02-26 08:22:45,2021-02-26 08:25:17,L2_FC_zone_7,L2_FC_zone_5,152,"['L2_FC_zone_7', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
252,d437a505f3eb256d,02/26/2021,yes,1614299810272,1614300376874,2021-02-26 08:36:50,2021-02-26 08:46:16,L2_CLL,L2_FC_zone_5,566,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
253,d437a505f3eb256d,02/26/2021,yes,1614300690820,1614300992187,2021-02-26 08:51:30,2021-02-26 08:56:32,L2_CLL,L2_FC_zone_5,301,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
254,d437a505f3eb256d,02/26/2021,yes,1614302555647,1614303863969,2021-02-26 09:22:35,2021-02-26 09:44:23,L2_CLL,L6_CCC_walkway,1308,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_SLL_corridor', 'L2_SLL', 'L6_SLL', 'L6_SLL_corridor', 'L6_CCC_walkway']",weekday
255,d437a505f3eb256d,02/26/2021,yes,1614309252124,1614309893911,2021-02-26 11:14:12,2021-02-26 11:24:53,L2_FC_zone_8,L6_Deck_2,641,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L5_R1_LL', 'L6_R1_LL', 'L6_R1_LL_corridor', 'L6_Deck_2']",weekday
256,d437a505f3eb256d,02/26/2021,yes,1614313093360,1614313228412,2021-02-26 12:18:13,2021-02-26 12:20:28,L2_FC_zone_8,L2_FC_zone_4,135,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4']",weekday
257,d437a505f3eb256d,02/26/2021,yes,1614314193338,1614315293604,2021-02-26 12:36:33,2021-02-26 12:54:53,L2_FC_zone_8,L2_FC_zone_4,1100,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4']",weekday
258,d437a505f3eb256d,02/16/2021,yes,1613432281730,1613433934914,2021-02-16 07:38:01,2021-02-16 08:05:34,L2_FC_zone_2,L2_FC_zone_5,1653,"['L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
259,d437a505f3eb256d,02/16/2021,yes,1613435276052,1613435300519,2021-02-16 08:27:56,2021-02-16 08:28:20,L2_FC_zone_8,L2_FC_zone_7,24,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']",weekday
260,d437a505f3eb256d,02/16/2021,yes,1613438818471,1613440539086,2021-02-16 09:26:58,2021-02-16 09:55:39,L2_CLL,L2_FC_zone_8,1720,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
261,d437a505f3eb256d,02/16/2021,yes,1613443645529,1613444695112,2021-02-16 10:47:25,2021-02-16 11:04:55,L2_FC_zone_11,L2_FC_zone_8,1049,"['L2_FC_zone_11', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']",weekday
262,d437a505f3eb256d,02/16/2021,yes,1613445192811,1613446048656,2021-02-16 11:13:12,2021-02-16 11:27:28,L2_FC_zone_11,L2_FC_zone_8,855,"['L2_FC_zone_11', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']",weekday
263,d437a505f3eb256d,02/16/2021,yes,1613452510511,1613453188596,2021-02-16 13:15:10,2021-02-16 13:26:28,L2_FC_zone_4,L2_FC_zone_9,678,"['L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9']",weekday
264,d437a505f3eb256d,02/25/2021,yes,1614214504153,1614215127154,2021-02-25 08:55:04,2021-02-25 09:05:27,L2_FC_zone_7,L2_FC_zone_8,623,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
265,d437a505f3eb256d,02/25/2021,yes,1614216152132,1614216691210,2021-02-25 09:22:32,2021-02-25 09:31:31,L2_CLL,L2_FC_zone_5,539,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
